Name,Epoch Date Close Approach,Relative Velocity km per sec,Relative Velocity km per hr,Miles per hour,Miss Dist.(Astronomical),Miss Dist.(lunar),Miss Dist.(kilometers),Miss Dist.(miles),Jupiter Tisserand Invariant,Epoch Osculation,Semi Major Axis,Asc Node Longitude,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion,approach_year,approach_month,approach_day,Orbital Period,Orbit Uncertainity,Hazardous
3348144,,Slow,63233.6675491447,39290.9419279672,0.4340489593,168.8450469971,64932800.0,40347372.0,,,0.9403258403908948,195.3700872141465,,1.313993468786142,2458097.4673558557,255.1877435084699,1.080902491016951,1995.0,,22.0,Low,Low,False
3646046,,,,43000.2988130454,0.1020481263,39.696723938,,9485966.0,5.149,2458000.5,1.183993437388868,,55.21650962102305,1.479310861655108,2457816.1554508256,141.0296511750646,,1995.0,2.0,22.0,Low,,True
3780693,,Very Slow,25790.9330143395,16025.4827943822,0.2115968709,82.3111877441,31654442.0,,5.874,2458000.5,,,,1.363199477193899,2457901.6235421547,92.63701924370052,,1995.0,2.0,22.0,Low,High,False
2162173,,Slow,,30368.8313859151,0.3507449112,136.4397735596,52470692.0,32603776.0,5.308,,1.189560559495507,251.5911063365942,211.4467739786354,1.415915204816935,2457797.7514800234,154.0217068187274,0.7596687109559334,,,8.0,Low,Low,True
3092312,794649600000.0,Slow,,25657.9096949124,0.0517703658,20.138671875,7744736.5,4812356.5,5.089,,,,292.6184516502227,1.763802985567337,2457751.688642938,178.6926558391438,,1995.0,3.0,8.0,,,False
3273782,794649600000.0,Slow,42950.3131091804,26687.6542760905,0.0975441157,37.9446640015,,,7.48,2455882.5,,352.9223651783215,,1.057832606719342,2455988.2188708745,203.652258647551,1.478900976327223,1995.0,3.0,8.0,Low,Low,False
3600106,794649600000.0,Very Slow,35546.9153827062,22087.4708387709,0.1466999837,,,13636615.0,5.349,2458000.5,,336.8735046974825,,1.446664836478604,2457796.5160968,,,1995.0,,8.0,Low,Medium,False
3684008,794649600000.0,Slow,57379.3457833544,35653.2940507738,0.1729029027,67.259223938,25865906.0,16072328.0,,2458000.5,1.442414905197316,151.7319137192872,97.07781956847644,2.073325674596017,,317.5623087461238,0.5689430172598158,1995.0,,8.0,Medium,Medium,False
3751815,794649600000.0,,,,,129.6083068848,,30971322.0,6.708,2458000.5,0.8653553647152513,64.12627502627186,292.8831880645742,1.31006717240856,,140.1980046848551,,1995.0,3.0,8.0,Low,,False
2483656,794649600000.0,,42950.2029249665,26687.5858119049,0.0975437554,37.944519043,,9067258.0,7.48,2456125.5,0.7629535011587539,352.9209234711133,,1.057793117938341,,203.0327732060237,1.478961839630405,1995.0,,8.0,Low,Low,False
3182169,795254400000.0,Very Slow,13816.8603514779,8585.2597000614,,33.6425476074,12937927.0,8039255.0,5.694,2458000.5,1.085053919527081,143.9720934468935,2.124647144481263,1.27551137274164,,343.2780837648182,0.8720213012330731,1995.0,3.0,15.0,Low,Low,False
2267221,795859200000.0,Slow,52742.1858542341,32771.9432048156,,191.9521636963,,45869068.0,5.679,2458000.5,1.039069958449247,211.1661458545495,111.2704877710451,1.72451341565291,2458022.991311085,339.0708464948791,0.9305439520983694,,3.0,22.0,Low,,True
2382875,,,,16810.0246856022,0.4991803786,194.1811676025,,46401716.0,,,1.298712853884236,42.7745945849694,283.6789058830172,,,282.4479213473536,,,3.0,22.0,Low,,False
2396793,795859200000.0,Slow,,32172.9327128167,0.4209661835,163.7558441162,62975644.0,,,2458000.5,1.067729565398203,228.3483095782694,179.9055930928364,,2458175.9619568433,,,,3.0,22.0,Low,Low,False
2419472,795859200000.0,Slow,59537.6973600401,36994.4097846316,0.3724623296,144.8878479004,55719572.0,34622536.0,5.118,,,,,1.470259484592771,,196.5243824380092,0.7268940077209951,,3.0,22.0,Low,Low,True
3647009,795859200000.0,Very Slow,26420.9069973864,16416.9241284594,0.071064889,27.644241333,,6605894.0,,2458000.5,,330.7831998198386,290.4836428426266,1.404419605527393,2457820.163435952,,,,,,Low,,False
3713321,,Very Slow,,,,153.0773468018,58869008.0,36579508.0,4.698,2458000.5,1.408325755715618,158.2260557876106,28.41222819732559,1.725882064065323,2457721.451415724,,,1995.0,3.0,22.0,Low,Medium,False
3747315,795859200000.0,Fast,82168.6631087621,51056.411807775,0.4729642584,183.9830932617,70754448.0,,,2458000.5,0.8416315805242635,171.1772580572293,218.2204921071237,,2457932.078607813,87.3399513801906,1.276500646781531,1995.0,,22.0,Low,High,False
3771614,,,73347.2003754896,45575.0979222036,0.2243809656,,33566916.0,20857514.0,,2458000.5,1.235912132943166,356.5439054824789,,,,90.33855226043312,0.7173360884675185,1995.0,3.0,22.0,Low,,False
2312942,797324400000.0,Fast,,51360.0067747285,0.086732912,33.7391014099,,8062327.5,,2458000.5,,,299.7393341963947,4.020893402579265,2458582.7329616738,191.4543290913346,,1995.0,4.0,8.0,High,,False
3170221,797324400000.0,,27059.2638778848,16813.5742690112,,91.8238754272,35312740.0,,,,0.988667858326567,264.4056022167966,87.81644303895897,,2457942.407117798,58.24402434197092,,1995.0,,8.0,Low,,False
3601408,,,77525.044157425,,0.4674758318,,69933392.0,43454592.0,,2458000.5,,190.8023227140372,16.17455002900164,3.251179613646277,,217.6120228280012,0.2919200641402612,1995.0,,,High,Low,False
3772759,797324400000.0,,48932.0385761632,,0.3228583667,125.5919036865,48298924.0,30011560.0,5.916,,1.033210407631443,10.44411032877468,,,2458145.0120523744,224.3796113696917,,1995.0,4.0,8.0,Low,Medium,False
3409964,797929200000.0,Very Slow,,,0.3826167269,148.8379058838,,35566448.0,,2458000.5,1.052079402640927,,242.293197578416,1.363711769686226,,,0.9133375152985072,1995.0,,15.0,Low,,True
3562320,797929200000.0,Slow,50728.3313784829,,0.2689702852,104.6294403076,40237380.0,25002350.0,,,0.8633230890356343,18.63948790340435,344.8005314441176,1.034788038945228,2458132.9450594713,197.2654367936369,,,,15.0,Low,High,False
3747992,797929200000.0,,40318.2037961903,,0.2328691339,90.5860900879,34836728.0,21646538.0,,2458000.5,0.8693364318543375,150.0050896869119,204.9786870571115,1.023604202652469,2457906.7139113224,114.0409109070574,1.21596830100312,1995.0,,15.0,Low,,False
3373683,798534000000.0,Very Slow,,,0.0362417486,14.0980396271,5421688.5,3368881.0,5.768,,1.061197120692007,215.4436355173162,,1.198138092922917,2457865.405627995,301.4816144786948,,1995.0,,22.0,Low,Low,True
3719206,798534000000.0,Fast,93793.9698381571,58279.9253141594,0.4006429748,155.850112915,59935336.0,37242092.0,,2458000.5,,114.7292730820402,354.1692340425912,2.298905385769806,2457734.9226792026,144.331764664412,0.543464194273647,1995.0,4.0,22.0,Medium,,False
3394543,798534000000.0,Slow,69367.0052395429,,0.4392369614,,65708916.0,40829628.0,5.148,2458000.5,1.182148764701506,,110.1549531441406,1.800723602388418,,164.4894216808606,0.7668243140272065,1995.0,,22.0,Low,Low,True
2489486,,Very Slow,33497.5158868348,,0.0362417486,14.0980396271,,3368881.0,,2458000.5,1.061191066459368,215.4428312993687,61.18913869575113,1.198101000360374,2457865.4169557453,121.790814642756,0.9015995702115028,,,22.0,Low,,True
2356991,799916400000.0,,51633.110464672,32082.8068884513,0.2269234082,88.2732086182,33947260.0,21093848.0,,,2.10401812174821,299.0216815675574,332.9520294576553,3.224375681642823,2457678.0535241137,104.1327876318541,0.322945962878416,1995.0,,8.0,High,Low,True
3648769,,Very Slow,39036.7263062466,24255.9036317897,0.3079150576,,46063436.0,28622494.0,6.379,,0.9352170073812008,204.1993482802674,23.65247194162792,1.166566083451105,2458103.637073676,247.60414775645,,1995.0,,8.0,Low,Low,False
3773650,799916400000.0,,,,,,29137866.0,18105430.0,6.696,,0.8740622180160318,100.3027572519904,257.1689856660798,1.209601643196272,2457968.782320913,38.2553300025332,1.206120091502847,1995.0,,8.0,,Medium,False
2088959,800521200000.0,Very Fast,132850.0340120192,82547.8447448572,,,46238112.0,28731030.0,,2458000.5,1.723590507735431,38.98727038019353,114.9699500537067,2.695657711737653,2458079.9432658567,325.3972971861633,0.4355649587241131,1995.0,,15.0,Medium,Low,False
3277704,800521200000.0,,56869.5062562905,35336.4995957489,0.1834604628,,27445294.0,17053716.0,,2458000.5,,,246.8332902517551,1.335932255561975,2458117.7636105367,267.2300401028926,0.7911231751482434,1995.0,,15.0,Low,Low,False
3459306,800521200000.0,Slow,,45385.478258723,0.2034854101,79.1558227539,30440984.0,18915152.0,,,,191.2587796617734,147.9375112842552,1.850759132265511,2458112.460028539,281.3684518532314,0.7023180430814464,,,15.0,Low,Low,False
3562321,800521200000.0,,71477.4622295909,44413.3153503811,0.1496882423,58.2287254333,22393042.0,13914392.0,,,0.8963389405575244,38.78160579508243,,1.368299666488557,2457976.506133836,27.86736522773487,1.161437053840925,1995.0,5.0,15.0,Low,Low,False
3701883,800521200000.0,,,55292.265082575,0.3425756907,133.2619476318,,31844400.0,,,1.653696612656535,74.49124208498932,250.7422433155759,2.535524147250137,2457669.892935062,153.2259944718528,0.4634686028277596,1995.0,,15.0,Medium,,True
3728898,800521200000.0,,,25493.0596271651,0.2338387796,90.9632873535,,21736672.0,,2458000.5,,16.98040476322838,125.9795009921141,,2457807.135336048,165.1195034118488,0.8539280137171922,,5.0,,Low,Low,False
3484042,,Slow,,,0.1096739132,,16406984.0,10194827.0,4.044,,1.661650553101948,72.21757892144072,,2.477271393032841,2457629.305441272,,0.4601448113339436,1995.0,5.0,22.0,Medium,,False
3330689,801126000000.0,Slow,52866.635117418,32849.2711372645,0.3870564736,150.5649719238,57902824.0,35979148.0,,2458000.5,1.233608012173821,,323.5602403844879,1.46760239654394,2457831.3481179783,121.6788610599896,,1995.0,5.0,,Low,Low,False
3605319,801126000000.0,Slow,70330.2149148512,,0.346919794,,51898464.0,32248210.0,,2458000.5,2.269587545102286,95.203000551295,158.5215330934825,3.611555024353899,,189.5306371002728,0.2882595236650571,1995.0,5.0,22.0,High,,False
3694462,801126000000.0,,17366.0350781873,10790.578851777,0.4017865719,156.2949676514,,37348396.0,4.769,2458000.5,,214.1302323153935,119.6465718765472,1.844104467051184,2458076.200143044,313.2636057069759,0.617388454151796,1995.0,5.0,22.0,Low,,False
3127399,802594800000.0,,41429.694708589,25742.801137123,0.0258608669,,,2403917.75,5.054,2458000.5,1.253655419096375,,38.56656343615317,1.507677718980407,,285.6728098139616,0.7021611561402084,1995.0,6.0,,Low,,False
3397922,802594800000.0,Slow,,41008.4926341203,0.355113415,138.1391143799,53124212.0,33009854.0,5.208,2457800.5,1.187057031586828,91.3017276853694,58.2930682841533,1.465781824063413,,349.2002761211894,0.7620732132388514,1995.0,6.0,,Low,,True
3672731,802594800000.0,Very Slow,,17730.478195275,0.1628003234,,24354582.0,15133236.0,5.537,2458000.5,1.126601949757105,242.5828956419752,318.5163366159038,,2458071.8892944315,301.1588142652097,,,,8.0,Low,,False
3463371,,Slow,70802.2042868531,43993.7363247949,,142.578414917,54831432.0,34070672.0,6.447,2458000.5,0.912717016736762,87.57392832159935,,1.185759888202933,2458072.7060020766,278.3844048313936,,1995.0,6.0,,Low,Low,False
2484402,802594800000.0,Slow,,41008.433556125,0.3551124243,138.1387329102,53124064.0,33009764.0,5.208,2458000.5,1.18707590311588,,58.30311252249622,,2457814.66831711,141.6139706740252,0.7620550407324583,,6.0,8.0,Low,Low,True
3776112,802594800000.0,,62932.8813383124,,0.3236887064,,48423144.0,,5.612,2458000.5,1.062613440594973,280.3174924693282,202.1321893156033,1.493480811184605,,194.9409036905404,0.8997899055429133,1995.0,6.0,,Low,Medium,False
2154244,803199600000.0,,58051.773848434,36071.1147004339,0.3009671033,117.0762023926,,,3.367,2458000.5,2.306718529428724,213.2863017826745,98.0395632854609,3.571727312895709,2457601.275168723,112.3129187151667,0.2813274874607551,1995.0,,15.0,High,Low,False
3363380,803199600000.0,,48510.8460294847,,0.0656199111,25.5261440277,9816599.0,6099751.5,,2458000.5,1.150231297936064,268.0963340337385,,1.50654114630496,2458052.23419338,318.6663283583578,0.7989623291870707,1995.0,6.0,,Low,,False
3673983,803199600000.0,,,,0.0942749026,,,8763400.0,4.633,2458000.5,1.438387666344343,,18.92836310165708,1.771836033873,,309.8889442894267,0.5713341033216619,1995.0,,15.0,Medium,,False
3673919,803199600000.0,Slow,60977.876287972,37889.2809634901,0.30841203,119.9722747803,,28668688.0,3.5,2458000.5,2.161978055705668,237.8567752670393,78.24190434677628,3.299497229199053,,,0.3100467273910263,,,15.0,High,Medium,False
2308242,803804400000.0,,47212.3512417499,29335.9190257418,0.046096606,17.9315795898,,,7.557,2458000.5,0.7531844336406677,272.6928189515696,156.6239373490321,,2458103.876113845,204.1265053446825,,1995.0,6.0,22.0,Low,Low,True
2366746,803804400000.0,,39836.0840499454,24752.5934475897,0.4891910301,190.2953033447,73181936.0,45473148.0,5.556,2458000.5,1.087142228849047,246.750955268562,256.0421444347076,1.588849708557113,2458057.798667411,310.1782421031937,0.8695098882423862,1995.0,,22.0,Low,,True
3545558,803804400000.0,,,28077.9628930093,0.1217900305,47.3763198853,,11321091.0,6.997,2458000.5,0.830728067890893,166.1544806171286,319.7961989090851,1.153422125316629,2458016.8025449114,,1.301714514844629,1995.0,6.0,22.0,Low,,False
3608823,,,45095.5250793342,28020.6055694341,0.373472573,145.2808227539,,34716444.0,,,0.9297454068141836,323.4926064565487,264.2658160994401,1.264569187638758,2458072.03320699,281.3559795432977,,1995.0,6.0,22.0,Low,,False
3775092,803804400000.0,Slow,46207.179438313,28711.3443571006,0.3169188022,,47410376.0,29459442.0,4.491,2458000.5,1.498548586522003,,259.3072848150319,1.940385107944523,2457965.063673359,19.03910493734082,0.5372764826928963,1995.0,,22.0,Medium,Medium,False
2090416,805186800000.0,Fast,,54498.6138735161,0.4537824533,176.5213623047,,42181712.0,,2458000.5,1.694978563392385,326.9024685776038,233.0557394203598,,2457919.6516182907,36.11013318463239,0.4466401481550315,1995.0,7.0,8.0,Medium,Low,True
2216523,805186800000.0,Very Slow,32231.4086108898,20027.3438671387,0.1383051498,53.8007011414,,12856266.0,,2456346.5,0.9138520280653584,205.2425729545676,211.1301076969899,1.290445730681697,,330.2984546084541,1.128210802996412,1995.0,7.0,8.0,Low,Low,True
2309728,,Slow,56140.6957679617,,0.3871723975,,57920168.0,35989924.0,,2458000.5,,90.671469731107,235.8207925627996,,2457630.10940908,138.6044236764724,0.3742115136678531,,7.0,8.0,Medium,,False
2458418,805186800000.0,Fast,113787.8471836879,70703.3431569976,,,,38382964.0,3.594,2458000.5,1.854462055451618,124.7942812859417,237.7160546006993,2.851226417438468,,264.9401353771952,,1995.0,7.0,8.0,Medium,Low,True
3007951,805186800000.0,Fast,,71986.5865257187,,92.6276397705,,,,2458000.5,,276.4541321668485,,1.906274497658426,2457979.536854731,,0.897389304036599,1995.0,7.0,8.0,Low,,False
2495829,,,115853.0611975708,71986.5868313461,,,35621840.0,22134386.0,5.289,2458000.5,1.064507658028576,276.4541314999233,160.1054355754493,1.906274507076694,2457979.536854091,18.8121029128578,,1995.0,7.0,,Low,,False
3414393,805791600000.0,,66663.0917440337,41421.8527561747,0.32111022,124.9118728638,48037404.0,29849060.0,4.574,,1.376451096446346,106.1303161194635,244.0632687260298,1.717393411832764,2457658.844275228,324.3908879648891,,1995.0,7.0,,Low,Low,False
3440397,805791600000.0,Fast,,69631.4676556156,0.4797684445,186.6299285889,,44597264.0,3.918,,1.73386919363144,317.3928578023471,228.7276848309123,2.786869978925145,2458218.5062927664,265.8872187409405,0.4316975444364929,1995.0,7.0,15.0,,Low,True
2470594,805791600000.0,,66663.0700108924,41421.8392520459,0.3211118286,,48037648.0,29849210.0,,,1.376501611527481,106.1248590326738,244.0608253914646,1.717388348578214,,208.5269511313089,,1995.0,7.0,15.0,Low,Low,False
3414402,805791600000.0,Fast,94852.3216501195,,0.3719103572,144.6731262207,,34571228.0,,2458000.5,,296.3182956877208,56.56054080211472,,,158.0760770160067,0.3776567276733059,1995.0,7.0,15.0,Medium,Low,False
2212359,,Slow,73050.4772834677,45390.7257320525,0.4068983202,,60871124.0,37823564.0,3.427,,2.016449150650885,168.5299865401225,167.1005289202966,3.442908313577593,2458304.369211986,255.4052559846539,0.3442097451456186,,7.0,,Medium,,False
2348314,,Slow,55231.9907943614,34319.0111688631,0.4432989827,172.4433135986,,41207216.0,5.169,2458000.5,1.189569735081815,292.4757569846702,,,2458067.793321121,308.879960955237,0.759659921569096,1995.0,,22.0,Low,Low,True
3560054,806396400000.0,Very Slow,35390.6980282703,21990.4034498439,0.3266999354,127.0862808228,,30368658.0,6.424,,,359.7151698871408,330.5650246556428,1.131459673306895,,325.6108650727421,1.107221384132076,,7.0,,Low,Medium,False
3666783,806396400000.0,,55490.6599830742,34479.7381433718,0.4815542488,187.3246002197,,44763264.0,,,0.7521531361361501,358.6587800949906,347.4623459991788,0.956041852249081,2458042.556090056,296.4561445080394,1.510931125726625,1995.0,7.0,22.0,Low,Low,True
2307070,807865200000.0,,52917.5089169024,32880.8821378386,0.29796017,115.90650177,,27697128.0,4.911,,1.310034736062646,119.3113637536016,,1.636811201451766,,217.173539820518,0.6573245563403077,,,8.0,Low,,False
2314082,807865200000.0,,76521.0623977573,47547.2123548732,,,45663968.0,28374274.0,,2458000.5,2.237486605660774,116.8191316160531,139.3276943771838,3.52395257187996,2458453.144808691,226.7028231177015,0.2944851555190803,1995.0,8.0,8.0,High,Low,True
3008362,807865200000.0,Slow,,44399.4107366722,0.4835802625,,72342576.0,44951592.0,4.593,2458000.5,1.367546504692949,118.9617953672091,305.8884068834909,,2458225.7535616606,221.1766293872037,,1995.0,8.0,8.0,Low,,False
3182823,807865200000.0,Very Slow,,,0.0391035086,15.2112646103,5849801.5,3634898.25,6.997,2458000.5,0.8301293866516695,243.0519125356717,,1.168257113896734,2458037.142516542,312.2502959502082,1.303122944474842,1995.0,,8.0,Low,Medium,False
3390647,807865200000.0,Slow,57819.838606619,35926.9991608739,0.49007135,,73313632.0,45554980.0,,2458000.5,0.9061444567592144,211.1157354680615,44.6338158622501,,2458106.754743089,,1.142636036749788,1995.0,,8.0,Low,,True
3746629,807865200000.0,Slow,,45821.6757228008,0.4468810567,173.836730957,66852456.0,41540188.0,,2458000.5,1.288215731785637,,54.57036918965708,1.670708810788801,,330.3027265993828,0.6740951091618258,,8.0,8.0,Low,Medium,False
3662252,807865200000.0,Slow,70325.7416701877,43697.6809839008,0.3657815359,142.2890167236,,34001520.0,,2458000.5,,334.3526039521191,239.4568280891988,1.678462712506604,2457812.927917964,128.0888492709682,,,8.0,8.0,Low,Medium,False
2365449,808470000000.0,,47525.9773541872,29530.7940954392,,173.9260406494,66886804.0,,,,0.968377581781579,,358.5166597457216,1.491802904133752,2458091.3747801604,,,1995.0,8.0,15.0,Low,,False
3410474,808470000000.0,,,,0.4305940289,167.501083374,,40026216.0,,2458000.5,1.02204832684398,64.94457277444644,,,2457920.9598810687,75.87228480396955,0.9538869921693824,1995.0,8.0,,,,False
3426239,808470000000.0,Slow,51292.5954735017,31871.2241151878,0.2004270484,77.9661254883,,18630858.0,6.754,2458000.5,0.8692400532428961,,241.2457181552933,1.084718406013011,,179.9242659581224,,,,15.0,Low,Low,False
3623682,808470000000.0,,55789.2136648847,34665.2477908279,0.2905427237,113.0211181641,43464572.0,,,,0.9928418174587028,,105.9025698631637,1.185916592184456,2457830.558526909,,0.9962858966933468,1995.0,8.0,,,High,False
3724948,,Slow,71586.5746661539,44481.1135751999,0.2243627035,87.27709198,33564184.0,20855816.0,3.715,2458000.5,,242.8083220263312,165.6231304285062,,,262.1602701720379,,1995.0,8.0,15.0,Medium,Low,False
2099799,809074800000.0,Very Slow,,,,96.183013916,36989136.0,22983984.0,4.57,2458000.5,1.461599740800429,122.4573310894536,,1.864482687393371,,,0.5577780092160328,1995.0,,,Medium,,False
2267759,809074800000.0,,38412.7441120026,23868.1853622607,0.4722746294,,,43900668.0,,,1.373675245828435,137.0475226872611,101.1889164194012,,2458050.9910371923,329.0904802207054,0.6121783488321326,1995.0,8.0,22.0,,,False
3645649,809074800000.0,Slow,70733.781760617,43951.2212278678,,183.4558868408,,43838792.0,5.865,2458000.5,1.042607694139675,,,1.254310276575814,2458180.9358982197,192.950326389245,0.9258117440000644,1995.0,8.0,22.0,Low,,False
3761271,,Slow,56981.9492382622,35406.3672919635,0.334093393,,49979660.0,31055922.0,7.176,,0.8045111682670718,206.1288496349375,327.946014101613,1.096018776208354,2458032.7400764013,315.9645924472466,1.3658592803724,1995.0,8.0,22.0,Low,Medium,False
3150188,810543600000.0,Slow,,28736.6083143138,,163.6679229736,,39110240.0,5.122,2458000.5,1.220779402862681,157.224245276986,76.3635728090676,1.431669723287702,2458195.525236124,217.4920487687966,,,9.0,8.0,Low,Low,False
3508168,810543600000.0,,75552.9157793455,,0.4807633153,,71921168.0,44689744.0,4.943,2457600.5,1.249949556315622,149.9465216640271,,1.556623788776809,2457720.0113229025,275.7103214581483,,1995.0,,8.0,Low,Low,True
3691712,,Very Slow,,3231.0064629842,0.1119722051,,16750804.0,10408467.0,,,1.167829548918546,7.6341397453128,19.27899904590315,1.294439980735288,2457870.113749996,101.827874625062,0.7809709583791595,1995.0,,8.0,Low,,False
2477519,810543600000.0,Slow,75552.6527462239,,0.4807602648,187.0157470703,71920712.0,44689460.0,4.943,,1.249866955593947,,309.2546882817978,1.556562724666972,,197.8474532414083,0.7053560481793584,1995.0,9.0,8.0,Low,Low,True
3766334,810543600000.0,Slow,,27288.9373221157,0.3438678419,133.7645874023,51441896.0,31964512.0,4.56,,1.452642086480584,,127.8868226456739,1.904900836148423,2457684.267927581,178.021335305533,,1995.0,9.0,8.0,Medium,,False
